549;PIOJO;8;170
558;POLO NUEVO;8;170
560;PONEDERA;8;170
573;PUERTO COLOMBIA;8;170
606;REPELON;8;170
634;SABANAGRANDE;8;170
638;SABANALARGA;8;170
675;SANTA LUCIA;8;170
685;SANTO TOMAS;8;170
758;SOLEDAD;8;170
770;SUAN;8;170
832;TUBARA;8;170
849;USIACURI;8;170
1;"SANTAFE DE BOGOTA D.C.-
USAQUEN";11;170
2;"SANTAFE DE BOGOTA D.C.-
CHAPINERO";11;170
3;"SANTAFE DE BOGOTA D.C.-
SANTA FE";11;170
4;"SANTAFE DE BOGOTA D.C.-
SAN CRISTOBAL";11;170
5;"SANTAFE DE BOGOTA D.C.-
USME";11;170
6;"SANTAFE DE BOGOTA D.C.-
TUNJUELITO";11;170
7;"SANTAFE DE BOGOTA D.C.-
BOSA";11;170
8;"SANTAFE DE BOGOTA D.C.-
KENNEDY";11;170
9;"SANTAFE DE BOGOTA D.C.-
FONTIBON";11;170
10;"SANTAFE DE BOGOTA D.C.-
ENGATIVA";11;170
11;"SANTAFE DE BOGOTA D.C.-
SUBA";11;170
12;"SANTAFE DE BOGOTA D.C.-
BARRIOS UNIDOS";11;170
13;"SANTAFE DE BOGOTA D.C.-
TEUSAQUILLO";11;170
14;"SANTAFE DE BOGOTA D.C.-
MARTIRES";11;170
15;"SANTAFE DE BOGOTA D.C.-
ANTONIO NARIÑO";11;170
16;"SANTAFE DE BOGOTA D.C.-
PUENTE ARANDA";11;170
17;"SANTAFE DE BOGOTA D.C.-
CANDELARIA";11;170
18;"SANTAFE DE BOGOTA D.C.-
RAFAEL URIBE";11;170
19;"SANTAFE DE BOGOTA D.C.-
CIUDAD BOLIVAR";11;170
20;"SANTAFE DE BOGOTA D.C.-
SUMAPAZ";11;170
1;"CARTAGENA (DISTRITO TURISTICO Y CULTURAL DE
CARTAGENA)";13;170
6;ACHI;13;170
30;ALTOS DEL ROSARIO;13;170
42;ARENAL;13;170
52;ARJONA;13;170
62;ARROYOHONDO;13;170
74;BARRANCO DE LOBA;13;170
140;CALAMAR;13;170
160;CANTAGALLO;13;170
188;CICUCO;13;170
212;CORDOBA;13;170
222;CLEMENCIA;13;170
244;EL CARMEN DE BOLIVAR;13;170
248;EL GUAMO;13;170
268;EL PEÑON;13;170
300;HATILLO DE LOBA;13;170
430;MAGANGUE;13;170
433;MAHATES;13;170
440;MARGARITA;13;170
442;MARIA LA BAJA;13;170
458;MONTECRISTO;13;170
468;MOMPOS;13;170
473;MORALES;13;170
549;PINILLOS;13;170
580;REGIDOR;13;170
600;RIO VIEJO;13;170
620;SAN CRISTOBAL;13;170
647;SAN ESTANISLAO;13;170
650;SAN FERNANDO;13;170
654;SAN JACINTO;13;170
655;SAN JACINTO DEL CAUCA;13;170
657;SAN JUAN NEPOMUCENO;13;170
667;SAN MARTIN DE LOBA;13;170
670;SAN PABLO;13;170
673;SANTA CATALINA;13;170
683;SANTA ROSA;13;170
688;SANTA ROSA DEL SUR;13;170
744;SIMITI;13;170
760;SOPLAVIENTO;13;170
780;TALAIGUA NUEVO;13;170
810;TIQUISIO (PUERTO RICO);13;170
836;TURBACO;13;170
838;TURBANA;13;170
873;VILLANUEVA;13;170
894;ZAMBRANO;13;170
1;TUNJA;15;170
22;ALMEIDA;15;170
47;AQUITANIA;15;170
51;ARCABUCO;15;170
87;BELEN;15;170
90;BERBEO;15;170
92;BETEITIVA;15;170
97;BOAVITA;15;170
104;BOYACA;15;170
106;BRICEÑO;15;170
109;BUENAVISTA;15;170
114;BUSBANZA;15;170
131;CALDAS;15;170
135;CAMPOHERMOSO;15;170
162;CERINZA;15;170
172;CHINAVITA;15;170
176;CHIQUINQUIRA;15;170
180;CHISCAS;15;170
183;CHITA;15;170
185;CHITARAQUE;15;170
187;CHIVATA;15;170
189;CIENEGA;15;170
204;COMBITA;15;170
212;COPER;15;170
215;CORRALES;15;170
218;COVARACHIA;15;170
223;CUBARA;15;170
224;CUCAITA;15;170
226;CUITIVA;15;170
232;CHIQUIZA;15;170
236;CHIVOR;15;170
238;DUITAMA;15;170
244;EL COCUY;15;170
248;EL ESPINO;15;170
272;FIRAVITOBA;15;170
276;FLORESTA;15;170
293;GACHANTIVA;15;170
296;GAMEZA;15;170
299;GARAGOA;15;170
317;GUACAMAYAS;15;170
322;GUATEQUE;15;170
325;GUAYATA;15;170
332;GUICAN;15;170
362;IZA;15;170
367;JENESANO;15;170
368;JERICO;15;170
377;LABRANZAGRANDE;15;170
380;LA CAPILLA;15;170
401;LA VICTORIA;15;170
403;LA UVITA;15;170
407;VILLA DE LEIVA;15;170
425;MACANAL;15;170
442;MARIPI;15;170
455;MIRAFLORES;15;170
464;MONGUA;15;170
466;MONGUI;15;170
469;MONIQUIRA;15;170
476;MOTAVITA;15;170
480;MUZO;15;170
491;NOBSA;15;170
494;NUEVO COLON;15;170
500;OICATA;15;170
507;OTANCHE;15;170
511;PACHAVITA;15;170
514;PAEZ;15;170
516;PAIPA;15;170
518;PAJARITO;15;170
522;PANQUEBA;15;170
531;PAUNA;15;170
533;PAYA;15;170
537;PAZ DEL RIO;15;170
542;PESCA;15;170
550;PISBA;15;170
572;PUERTO BOYACA;15;170
580;QUIPAMA;15;170
599;RAMIRIQUI;15;170
600;RAQUIRA;15;170
621;RONDON;15;170
632;SABOYA;15;170
638;SACHICA;15;170
646;SAMACA;15;170
660;SAN EDUARDO;15;170
664;SAN JOSE DE PARE;15;170
667;SAN LUIS DE GACENO;15;170
673;SAN MATEO;15;170
676;SAN MIGUEL DE SEMA;15;170
681;SAN PABLO DE BORBUR;15;170
686;SANTANA;15;170
690;SANTA MARIA;15;170
693;SANTA ROSA DE VITERBO;15;170
696;SANTA SOFIA;15;170
720;SATIVANORTE;15;170
723;SATIVASUR;15;170
740;SIACHOQUE;15;170
753;SOATA;15;170
755;SOCOTA;15;170
757;SOCHA;15;170
759;SOGAMOSO;15;170
761;SOMONDOCO;15;170
762;SORA;15;170
763;SOTAQUIRA;15;170
764;SORACA;15;170
774;SUSACON;15;170
776;SUTAMARCHAN;15;170
778;SUTATENZA;15;170
790;TASCO;15;170
798;TENZA;15;170
804;TIBANA;15;170
806;TIBASOSA;15;170
808;TINJACA;15;170
810;TIPACOQUE;15;170
814;TOCA;15;170
816;TOGUI;15;170
820;TOPAGA;15;170
822;TOTA;15;170
832;TUNUNGUA;15;170
835;TURMEQUE;15;170
837;TUTA;15;170
839;TUTASA;15;170
842;UMBITA;15;170
861;VENTAQUEMADA;15;170
879;VIRACACHA;15;170
897;ZETAQUIRA;15;170
1;MANIZALES;17;170
13;AGUADAS;17;170
42;ANSERMA;17;170
50;ARANZAZU;17;170
88;BELALCAZAR;17;170
174;CHINCHINA;17;170
272;FILADELFIA;17;170
380;LA DORADA;17;170
388;LA MERCED;17;170
433;MANZANARES;17;170
442;MARMATO;17;170
444;MARQUETALIA;17;170
446;MARULANDA;17;170
486;NEIRA;17;170
495;NORCASIA;17;170
513;PACORA;17;170
524;PALESTINA;17;170
541;PENSILVANIA;17;170
614;RIOSUCIO;17;170
616;RISARALDA;17;170
653;SALAMINA;17;170
662;SAMANA;17;170
665;SAN JOSE;17;170
777;SUPIA;17;170
867;VICTORIA;17;170
873;VILLAMARIA;17;170
877;VITERBO;17;170
1;FLORENCIA;18;170
29;ALBANIA;18;170
94;BELEN DE LOS ANDAQUIES;18;170
150;CARTAGENA DEL CHAIRA;18;170
205;CURILLO;18;170
247;EL DONCELLO;18;170
256;EL PAUJIL;18;170
410;LA MONTAÑITA;18;170
460;MILAN;18;170
479;MORELIA;18;170
592;PUERTO RICO;18;170
610;SAN JOSE DE FRAGUA;18;170
753;SAN  VICENTE DEL CAGUAN;18;170
756;SOLANO;18;170
785;SOLITA;18;170
860;VALPARAISO;18;170
1;POPAYAN;19;170
22;ALMAGUER;19;170
50;ARGELIA;19;170
75;BALBOA;19;170
100;BOLIVAR;19;170
110;BUENOS AIRES;19;170
130;CAJIBIO;19;170
137;CALDONO;19;170
142;CALOTO;19;170
212;CORINTO;19;170
256;EL TAMBO;19;170
290;FLORENCIA;19;170
318;GUAPI;19;170
355;INZA;19;170
364;JAMBALO;19;170
392;LA SIERRA;19;170
397;LA VEGA;19;170
418;LOPEZ (MICAY);19;170
450;MERCADERES;19;170
455;MIRANDA;19;170
473;MORALES;19;170
513;PADILLA;19;170
517;PAEZ (BELALCAZAR);19;170
532;PATIA (EL BORDO);19;170
533;PIAMONTE;19;170
548;PIENDAMO;19;170
573;PUERTO TEJADA;19;170
585;PURACE (COCONUCO);19;170
622;ROSAS;19;170
693;SAN SEBASTIAN;19;170
698;SANTANDER DE QUILICHAO;19;170
701;SANTA ROSA;19;170
743;SILVIA;19;170
760;SOTARA (PAISPAMBA);19;170
780;SUAREZ;19;170
807;TIMBIO;19;170
809;TIMBIQUI;19;170
821;TORIBIO;19;170
824;TOTORO;19;170
845;VILLARICA;19;170
1;VALLEDUPAR;20;170
11;AGUACHICA;20;170
13;AGUSTIN CODAZZI;20;170
32;ASTREA;20;170
45;BECERRIL;20;170
60;BOSCONIA;20;170
175;CHIMICHAGUA;20;170
178;CHIRIGUANA;20;170
228;CURUMANI;20;170
238;EL COPEY;20;170
250;EL PASO;20;170
295;GAMARRA;20;170
310;GONZALEZ;20;170
383;LA GLORIA;20;170
400;LA JAGUA IBIRICO;20;170
443;"MANAURE (BALCON DEL
CESAR)";20;170
517;PAILITAS;20;170
550;PELAYA;20;170
570;PUEBLO BELLO;20;170
614;RIO DE ORO;20;170
621;LA PAZ (ROBLES);20;170
710;SAN ALBERTO;20;170
750;SAN DIEGO;20;170
770;SAN MARTIN;20;170
787;TAMALAMEQUE;20;170
1;MONTERIA;23;170
68;AYAPEL;23;170
79;BUENAVISTA;23;170
90;CANALETE;23;170
162;CERETE;23;170
168;CHIMA;23;170
182;CHINU;23;170
189;CIENAGA DE ORO;23;170
300;COTORRA;23;170
350;LA APARTADA;23;170
417;LORICA;23;170
419;LOS CORDOBAS;23;170
464;MOMIL;23;170
466;MONTELIBANO;23;170
500;MOÑITOS;23;170
555;PLANETA RICA;23;170
570;PUEBLO NUEVO;23;170
574;PUERTO ESCONDIDO;23;170
580;PUERTO LIBERTADOR;23;170
586;PURISIMA;23;170
660;SAHAGUN;23;170
670;SAN ANDRES SOTAVENTO;23;170
672;SAN ANTERO;23;170
675;"SAN BERNARDO DEL
VIENTO";23;170
678;SAN CARLOS;23;170
686;SAN PELAYO;23;170
807;TIERRALTA;23;170
855;VALENCIA;23;170
1;AGUA DE DIOS;25;170
19;ALBAN;25;170
35;ANAPOIMA;25;170
40;ANOLAIMA;25;170
53;ARBELAEZ;25;170
86;BELTRAN;25;170
95;BITUIMA;25;170
99;BOJACA;25;170
120;CABRERA;25;170
123;CACHIPAY;25;170
126;CAJICA;25;170
148;CAPARRAPI;25;170
151;CAQUEZA;25;170
154;CARMEN DE CARUPA;25;170
168;CHAGUANI;25;170
175;CHIA;25;170
178;CHIPAQUE;25;170
181;CHOACHI;25;170
183;CHOCONTA;25;170
200;COGUA;25;170
214;COTA;25;170
224;CUCUNUBA;25;170
245;EL COLEGIO;25;170
258;EL PEÑON;25;170
260;EL ROSAL;25;170
269;FACATATIVA;25;170
279;FOMEQUE;25;170
281;FOSCA;25;170
286;FUNZA;25;170
288;FUQUENE;25;170
290;FUSAGASUGA;25;170
293;GACHALA;25;170
295;GACHANCIPA;25;170
297;GACHETA;25;170
299;GAMA;25;170
307;GIRARDOT;25;170
312;GRANADA;25;170
317;GUACHETA;25;170
320;GUADUAS;25;170
322;GUASCA;25;170
324;GUATAQUI;25;170
326;GUATAVITA;25;170
328;GUAYABAL DE SIQUIMA;25;170
335;GUAYABETAL;25;170
339;GUTIERREZ;25;170
368;JERUSALEN;25;170
372;JUNIN;25;170
377;LA CALERA;25;170
386;LA MESA;25;170
394;LA PALMA;25;170
398;LA PEÑA;25;170
402;LA VEGA;25;170
407;LENGUAZAQUE;25;170
426;MACHETA;25;170
430;MADRID;25;170
436;MANTA;25;170
438;MEDINA;25;170
473;MOSQUERA;25;170
483;NARIÑO;25;170
486;NEMOCON;25;170
488;NILO;25;170
489;NIMAIMA;25;170
491;NOCAIMA;25;170
506;VENECIA (OSPINA PEREZ);25;170
513;PACHO;25;170
518;PAIME;25;170
524;PANDI;25;170
530;PARATEBUENO;25;170
535;PASCA;25;170
572;PUERTO SALGAR;25;170
580;PULI;25;170
592;QUEBRADANEGRA;25;170
594;QUETAME;25;170
596;QUIPILE;25;170
599;APULO (RAFAEL REYES);25;170
612;RICAURTE;25;170
645;"SAN  ANTONIO DEL
TEQUENDAMA";25;170
649;SAN BERNARDO;25;170
653;SAN CAYETANO;25;170
658;SAN FRANCISCO;25;170
662;SAN JUAN DE RIOSECO;25;170
718;SASAIMA;25;170
736;SESQUILE;25;170
740;SIBATE;25;170
743;SILVANIA;25;170
745;SIMIJACA;25;170
754;SOACHA;25;170
758;SOPO;25;170
769;SUBACHOQUE;25;170
772;SUESCA;25;170
777;SUPATA;25;170
779;SUSA;25;170
781;SUTATAUSA;25;170
785;TABIO;25;170
793;TAUSA;25;170
797;TENA;25;170
799;TENJO;25;170
805;TIBACUY;25;170
807;TIBIRITA;25;170
815;TOCAIMA;25;170
817;TOCANCIPA;25;170
823;TOPAIPI;25;170
839;UBALA;25;170
841;UBAQUE;25;170
843;UBATE;25;170
845;UNE;25;170
851;UTICA;25;170
862;VERGARA;25;170
867;VIANI;25;170
871;VILLAGOMEZ;25;170
873;VILLAPINZON;25;170
875;VILLETA;25;170
878;VIOTA;25;170
885;YACOPI;25;170
898;ZIPACON;25;170
899;ZIPAQUIRA;25;170
1;"QUIBDO (SAN FRANCISCO
DE QUIBDO)";27;170
6;ACANDI;27;170
25;ALTO BAUDO (PIE DE PATO);27;170
50;ATRATO;27;170
73;BAGADO;27;170
75;BAHIA SOLANO (MUTIS);27;170
77;BAJO BAUDO (PIZARRO);27;170
99;BOJAYA (BELLAVISTA);27;170
135;"CANTON DE SAN PABLO
(MANAGRU)";27;170
205;CONDOTO;27;170
245;EL CARMEN DE ATRATO;27;170
250;"LITORAL DEL BAJO SAN JUAN (SANTA GENOVEVA DE
DOCORDO)";27;170
361;ISTMINA;27;170
372;JURADO;27;170
413;LLORO;27;170
425;MEDIO ATRATO;27;170
430;MEDIO BAUDO;27;170
491;NOVITA;27;170
495;NUQUI;27;170
600;RIOQUITO;27;170
615;RIOSUCIO;27;170
660;SAN JOSE DEL PALMAR;27;170
745;SIPI;27;170
787;TADO;27;170
800;UNGUIA;27;170
810;UNION PANAMERICANA;27;170
1;NEIVA;41;170
6;ACEVEDO;41;170
13;AGRADO;41;170
16;AIPE;41;170
20;ALGECIRAS;41;170
26;ALTAMIRA;41;170
78;BARAYA;41;170
132;CAMPOALEGRE;41;170
206;COLOMBIA;41;170
244;ELIAS;41;170
298;GARZON;41;170
306;GIGANTE;41;170
319;GUADALUPE;41;170
349;HOBO;41;170
357;IQUIRA;41;170
359;ISNOS (SAN JOSE DE ISNOS);41;170
378;LA ARGENTINA;41;170
396;LA PLATA;41;170
483;NATAGA;41;170
503;OPORAPA;41;170
518;PAICOL;41;170
524;PALERMO;41;170
530;PALESTINA;41;170
548;PITAL;41;170
551;PITALITO;41;170
615;RIVERA;41;170
660;SALADOBLANCO;41;170
668;SAN AGUSTIN;41;170
676;SANTA MARIA;41;170
770;SUAZA;41;170
791;TARQUI;41;170
797;TESALIA;41;170
799;TELLO;41;170
801;TERUEL;41;170
807;TIMANA;41;170
872;VILLAVIEJA;41;170
885;YAGUARA;41;170
1;RIOHACHA;44;170
78;BARRANCAS;44;170
90;DIBULLA;44;170
98;DISTRACCION;44;170
110;EL MOLINO;44;170
279;FONSECA;44;170
378;HATONUEVO;44;170
420;LA JAGUA DEL PILAR;44;170
430;MAICAO;44;170
560;MANAURE;44;170
650;SAN JUAN DEL CESAR;44;170
847;URIBIA;44;170
855;URUMITA;44;170
874;VILLANUEVA;44;170
1;SANTA MARTA;47;170
30;ALGARROBO;47;170
53;ARACATACA;47;170
58;ARIGUANI (EL DIFICIL);47;170
161;CERRO SAN ANTONIO;47;170
170;CHIVOLO;47;170
189;CIENAGA;47;170
205;CONCORDIA;47;170
245;EL BANCO;47;170
258;EL PIÑON;47;170
268;EL RETEN;47;170
288;FUNDACION;47;170
318;GUAMAL;47;170
541;PEDRAZA;47;170
545;"PIJIÑO DEL CARMEN
(PIJIÑO)";47;170
551;PIVIJAY;47;170
555;PLATO;47;170
570;PUEBLOVIEJO;47;170
605;REMOLINO;47;170
660;SABANAS DE SAN ANGEL;47;170
675;SALAMINA;47;170
692;"SAN SEBASTIAN DE
BUENAVISTA";47;170
703;SAN ZENON;47;170
707;SANTA ANA;47;170
745;SITIONUEVO;47;170
798;TENERIFE;47;170
1;VILLAVICENCIO;50;170
6;ACACIAS;50;170
110;BARRANCA DE UPIA;50;170
124;CABUYARO;50;170
150;CASTILLA LA NUEVA;50;170
223;SAN LUIS DE CUBARRAL;50;170
226;CUMARAL;50;170
245;EL CALVARIO;50;170
251;EL CASTILLO;50;170
270;EL DORADO;50;170
287;FUENTE DE ORO;50;170
313;GRANADA;50;170
318;GUAMAL;50;170
325;MAPIRIPAN;50;170
330;MESETAS;50;170
350;LA MACARENA;50;170
370;LA URIBE;50;170
400;LEJANIAS;50;170
450;PUERTO CONCORDIA;50;170
568;PUERTO GAITAN;50;170
573;PUERTO LOPEZ;50;170
577;PUERTO LLERAS;50;170
590;PUERTO RICO;50;170
606;RESTREPO;50;170
680;SAN CARLOS DE GUAROA;50;170
683;SAN  JUAN DE ARAMA;50;170
686;SAN JUANITO;50;170
689;SAN MARTIN;50;170
711;VISTAHERMOSA;50;170
1;"PASTO (SAN JUAN DE
PASTO)";52;170
19;ALBAN (SAN JOSE);52;170
22;ALDANA;52;170
36;ANCUYA;52;170
51;ARBOLEDA (BERRUECOS);52;170
79;BARBACOAS;52;170
83;BELEN;52;170
110;BUESACO;52;170
203;COLON (GENOVA);52;170
207;CONSACA;52;170
210;CONTADERO;52;170
215;CORDOBA;52;170
224;CUASPUD (CARLOSAMA);52;170
227;CUMBAL;52;170
233;CUMBITARA;52;170
240;CHACHAGUI;52;170
250;EL CHARCO;52;170
254;EL PEÑOL;52;170
256;EL ROSARIO;52;170
258;EL TABLON;52;170
260;EL TAMBO;52;170
287;FUNES;52;170
317;GUACHUCAL;52;170
320;GUAITARILLA;52;170
323;GUALMATAN;52;170
352;ILES;52;170
354;IMUES;52;170
356;IPIALES;52;170
378;LA CRUZ;52;170
381;LA FLORIDA;52;170
385;LA LLANADA;52;170
390;LA TOLA;52;170
399;LA UNION;52;170
405;LEIVA;52;170
411;LINARES;52;170
418;LOS ANDES (SOTOMAYOR);52;170
427;MAGUI (PAYAN);52;170
435;MALLAMA (PIEDRANCHA);52;170
473;MOSQUERA;52;170
490;"OLAYA HERRERA (BOCAS
DE SATINGA)";52;170
506;OSPINA;52;170
520;"FRANCISCO PIZARRO
(SALAHONDA)";52;170
540;POLICARPA;52;170
560;POTOSI;52;170
565;PROVIDENCIA;52;170
573;PUERRES;52;170
585;PUPIALES;52;170
612;RICAURTE;52;170
621;"ROBERTO PAYAN (SAN
JOSE)";52;170
678;SAMANIEGO;52;170
683;SANDONA;52;170
685;SAN BERNARDO;52;170
687;SAN LORENZO;52;170
693;SAN PABLO;52;170
694;SAN PEDRO DE CARTAGO;52;170
696;"SANTA BARBARA
(ISCUANDE)";52;170
699;SANTA CRUZ (GUACHAVES);52;170
720;SAPUYES;52;170
786;TAMINANGO;52;170
788;TANGUA;52;170
835;TUMACO;52;170
838;TUQUERRES;52;170
885;YACUANQUER;52;170
1;CUCUTA;54;170
3;ABREGO;54;170
51;ARBOLEDAS;54;170
99;BOCHALEMA;54;170
109;BUCARASICA;54;170
125;CACOTA;54;170
128;CACHIRA;54;170
172;CHINACOTA;54;170
174;CHITAGA;54;170
206;CONVENCION;54;170
223;CUCUTILLA;54;170
239;DURANIA;54;170
245;EL CARMEN;54;170
250;EL TARRA;54;170
261;EL ZULIA;54;170
313;GRAMALOTE;54;170
344;HACARI;54;170
347;HERRAN;54;170
377;LABATECA;54;170
385;LA ESPERANZA;54;170
398;LA PLAYA;54;170
405;LOS PATIOS;54;170
418;LOURDES;54;170
480;MUTISCUA;54;170
498;OCAÑA;54;170
518;PAMPLONA;54;170
520;PAMPLONITA;54;170
553;PUERTO SANTANDER;54;170
599;RAGONVALIA;54;170
660;SALAZAR;54;170
670;SAN CALIXTO;54;170
673;SAN CAYETANO;54;170
680;SANTIAGO;54;170
720;SARDINATA;54;170
743;SILOS;54;170
800;TEORAMA;54;170
810;TIBU;54;170
820;TOLEDO;54;170
871;VILLACARO;54;170
874;VILLA DEL ROSARIO;54;170
1;ARMENIA;63;170
111;BUENAVISTA;63;170
130;CALARCA;63;170
190;CIRCASIA;63;170
212;CORDOBA;63;170
272;FILANDIA;63;170
302;GENOVA;63;170
401;LA TEBAIDA;63;170
470;MONTENEGRO;63;170
548;PIJAO;63;170
594;QUIMBAYA;63;170
690;SALENTO;63;170
1;PEREIRA;66;170
45;APIA;66;170
75;BALBOA;66;170
88;BELEN DE UMBRIA;66;170
170;DOS QUEBRADAS;66;170
318;GUATICA;66;170
383;LA CELIA;66;170
400;LA VIRGINIA;66;170
440;MARSELLA;66;170
456;MISTRATO;66;170
572;PUEBLO RICO;66;170
594;QUINCHIA;66;170
682;SANTA ROSA DE CABAL;66;170
687;SANTUARIO;66;170
1;BUCARAMANGA;68;170
13;AGUADA;68;170
20;ALBANIA;68;170
51;ARATOCA;68;170
77;BARBOSA;68;170
79;BARICHARA;68;170
81;BARRANCABERMEJA;68;170
92;BETULIA;68;170
101;BOLIVAR;68;170
121;CABRERA;68;170
132;CALIFORNIA;68;170
147;CAPITANEJO;68;170
152;CARCASI;68;170
160;CEPITA;68;170
162;CERRITO;68;170
167;CHARALA;68;170
169;CHARTA;68;170
176;CHIMA;68;170
179;CHIPATA;68;170
190;CIMITARRA;68;170
207;CONCEPCION;68;170
209;CONFINES;68;170
211;CONTRATACION;68;170
217;COROMORO;68;170
229;CURITI;68;170
235;EL CARMEN DE CHUCURY;68;170
245;EL GUACAMAYO;68;170
250;EL PEÑON;68;170
255;EL PLAYON;68;170
264;ENCINO;68;170
266;ENCISO;68;170
271;FLORIAN;68;170
276;FLORIDABLANCA;68;170
296;GALAN;68;170
298;GAMBITA;68;170
307;GIRON;68;170
318;GUACA;68;170
320;GUADALUPE;68;170
322;GUAPOTA;68;170
324;GUAVATA;68;170
327;GUEPSA;68;170
344;HATO;68;170
368;JESUS MARIA;68;170
370;JORDAN;68;170
377;LA BELLEZA;68;170
385;LANDAZURI;68;170
397;LA PAZ;68;170
406;LEBRIJA;68;170
418;LOS SANTOS;68;170
425;MACARAVITA;68;170
432;MALAGA;68;170
444;MATANZA;68;170
464;MOGOTES;68;170
468;MOLAGAVITA;68;170
498;OCAMONTE;68;170
500;OIBA;68;170
502;ONZAGA;68;170
522;PALMAR;68;170
524;PALMAS DEL SOCORRO;68;170
533;PARAMO;68;170
547;PIEDECUESTA;68;170
549;PINCHOTE;68;170
572;PUENTE NACIONAL;68;170
573;PUERTO PARRA;68;170
575;PUERTO WILCHES;68;170
615;RIONEGRO;68;170
655;SABANA DE TORRES;68;170
669;SAN ANDRES;68;170
673;SAN BENITO;68;170
679;SAN GIL;68;170
682;SAN JOAQUIN;68;170
684;SAN JOSE DE MIRANDA;68;170
686;SAN MIGUEL;68;170
689;SAN VICENTE DE CHUCURI;68;170
705;SANTA BARBARA;68;170
720;SANTA HELENA DEL OPON;68;170
745;SIMACOTA;68;170
755;SOCORRO;68;170
770;SUAITA;68;170
773;SUCRE;68;170
780;SURATA;68;170
820;TONA;68;170
855;VALLE SAN JOSE;68;170
861;VELEZ;68;170
867;VETAS;68;170
872;VILLANUEVA;68;170
895;ZAPATOCA;68;170
1;SINCELEJO;70;170
110;BUENAVISTA;70;170
124;CAIMITO;70;170
