"40";"2020-10-24";"0.0";"48509276";"EP12";"Orden generada automáticamente #40";"0.0"
"41";"2024-06-08";"0.0";"58673603";"EP02";"Orden generada automáticamente #41";"0.0"
"42";"2023-10-10";"0.0";"44981055";"EP06";"Orden generada automáticamente #42";"0.0"
"43";"2021-07-12";"0.0";"75819207";"EP03";"Orden generada automáticamente #43";"0.0"
"44";"2024-11-24";"0.0";"45863185";"EP11";"Orden generada automáticamente #44";"0.0"
"45";"2025-06-18";"0.0";"15396320";"EP06";"Orden generada automáticamente #45";"0.0"
"46";"2021-12-14";"0.0";"67637624";"EP09";"Orden generada automáticamente #46";"0.0"
"47";"2024-01-01";"0.0";"80813825";"EP11";"Orden generada automáticamente #47";"0.0"
"48";"2021-12-19";"0.0";"83633283";"EP05";"Orden generada automáticamente #48";"0.0"
"49";"2023-04-21";"0.0";"74948645";"EP03";"Orden generada automáticamente #49";"0.0"
"50";"2020-01-08";"0.0";"18278979";"EP12";"Orden generada automáticamente #50";"0.0"
"51";"2024-05-22";"0.0";"74560252";"EP13";"Orden generada automáticamente #51";"0.0"
"52";"2020-05-12";"0.0";"10488754";"EP10";"Orden generada automáticamente #52";"0.0"
"53";"2023-07-27";"0.0";"64089728";"EP13";"Orden generada automáticamente #53";"0.0"
"54";"2022-06-23";"0.0";"47010839";"EP10";"Orden generada automáticamente #54";"0.0"
"55";"2021-03-02";"0.0";"30124446";"EP08";"Orden generada automáticamente #55";"0.0"
"56";"2021-07-30";"0.0";"76367400";"EP12";"Orden generada automáticamente #56";"0.0"
"57";"2020-11-14";"0.0";"74025532";"EP06";"Orden generada automáticamente #57";"0.0"
"58";"2023-08-01";"0.0";"80810193";"EP11";"Orden generada automáticamente #58";"0.0"
"59";"2020-12-29";"0.0";"20998153";"EP12";"Orden generada automáticamente #59";"0.0"
"60";"2023-10-07";"0.0";"19898979";"EP01";"Orden generada automáticamente #60";"0.0"
"61";"2022-12-22";"0.0";"37389723";"EP04";"Orden generada automáticamente #61";"0.0"
"62";"2020-10-04";"0.0";"48440553";"EP05";"Orden generada automáticamente #62";"0.0"
"63";"2021-03-18";"0.0";"64826295";"EP01";"Orden generada automáticamente #63";"0.0"
"64";"2020-07-16";"0.0";"72671137";"EP08";"Orden generada automáticamente #64";"0.0"
"65";"2024-09-14";"0.0";"13156015";"EP03";"Orden generada automáticamente #65";"0.0"
"66";"2024-08-22";"0.0";"16312487";"EP15";"Orden generada automáticamente #66";"0.0"
"67";"2024-03-31";"0.0";"48440553";"EP09";"Orden generada automáticamente #67";"0.0"
"68";"2024-03-17";"0.0";"27545804";"EP14";"Orden generada automáticamente #68";"0.0"
"69";"2025-05-17";"0.0";"10255746";"EP14";"Orden generada automáticamente #69";"0.0"
"70";"2022-07-12";"0.0";"42592925";"EP08";"Orden generada automáticamente #70";"0.0"
"71";"2020-10-28";"0.0";"20394920";"EP14";"Orden generada automáticamente #71";"0.0"
"72";"2020-05-16";"0.0";"65205763";"EP01";"Orden generada automáticamente #72";"0.0"
"73";"2023-07-29";"0.0";"13423935";"EP02";"Orden generada automáticamente #73";"0.0"
"74";"2020-10-30";"0.0";"75417142";"EP03";"Orden generada automáticamente #74";"0.0"
"75";"2024-03-17";"0.0";"95319802";"EP12";"Orden generada automáticamente #75";"0.0"
"76";"2020-11-03";"0.0";"52447513";"EP15";"Orden generada automáticamente #76";"0.0"
"77";"2021-01-16";"0.0";"70439251";"EP10";"Orden generada automáticamente #77";"0.0"
"78";"2025-05-31";"0.0";"29159589";"EP01";"Orden generada automáticamente #78";"0.0"
"79";"2024-11-01";"0.0";"67563715";"EP11";"Orden generada automáticamente #79";"0.0"
"80";"2021-11-06";"0.0";"39629092";"EP15";"Orden generada automáticamente #80";"0.0"
"81";"2024-11-13";"0.0";"38919139";"EP01";"Orden generada automáticamente #81";"0.0"
"82";"2021-02-18";"0.0";"76367400";"EP04";"Orden generada automáticamente #82";"0.0"
"83";"2022-02-17";"0.0";"95726526";"EP12";"Orden generada automáticamente #83";"0.0"
"84";"2022-12-22";"0.0";"99744616";"EP05";"Orden generada automáticamente #84";"0.0"
"85";"2023-05-03";"0.0";"74025532";"EP02";"Orden generada automáticamente #85";"0.0"
"86";"2020-07-22";"0.0";"67041778";"EP10";"Orden generada automáticamente #86";"0.0"
"87";"2025-07-03";"0.0";"32946702";"EP01";"Orden generada automáticamente #87";"0.0"
"88";"2024-01-17";"0.0";"73531969";"EP07";"Orden generada automáticamente #88";"0.0"
"89";"2020-12-24";"0.0";"65205763";"EP14";"Orden generada automáticamente #89";"0.0"
"90";"2025-05-21";"0.0";"20578166";"EP02";"Orden generada automáticamente #90";"0.0"
"91";"2020-04-15";"0.0";"35288138";"EP03";"Orden generada automáticamente #91";"0.0"
"92";"2023-04-10";"0.0";"59232397";"EP08";"Orden generada automáticamente #92";"0.0"
"93";"2021-04-18";"0.0";"66708777";"EP13";"Orden generada automáticamente #93";"0.0"
"94";"2024-06-16";"0.0";"87976611";"EP08";"Orden generada automáticamente #94";"0.0"
"95";"2022-12-21";"0.0";"56290766";"EP11";"Orden generada automáticamente #95";"0.0"
"96";"2024-05-06";"0.0";"98807491";"EP06";"Orden generada automáticamente #96";"0.0"
"97";"2024-04-11";"0.0";"74534213";"EP03";"Orden generada automáticamente #97";"0.0"
"98";"2024-12-30";"0.0";"98470287";"EP05";"Orden generada automáticamente #98";"0.0"
"99";"2024-12-06";"0.0";"90074381";"EP05";"Orden generada automáticamente #99";"0.0"
"100";"2022-07-15";"0.0";"53040687";"EP05";"Orden generada automáticamente #100";"0.0"
"101";"2020-09-09";"0.0";"30334989";"EP13";"Orden generada automáticamente #101";"0.0"
"102";"2021-01-31";"0.0";"16539112";"EP11";"Orden generada automáticamente #102";"0.0"
"103";"2023-11-09";"0.0";"89556786";"EP09";"Orden generada automáticamente #103";"0.0"
"104";"2024-08-22";"0.0";"51892316";"EP13";"Orden generada automáticamente #104";"0.0"
"105";"2022-07-20";"0.0";"92142258";"EP01";"Orden generada automáticamente #105";"0.0"
"106";"2024-05-04";"0.0";"16660549";"EP09";"Orden generada automáticamente #106";"0.0"
"107";"2024-09-10";"0.0";"16964183";"EP09";"Orden generada automáticamente #107";"0.0"
"108";"2025-04-28";"0.0";"24820454";"EP15";"Orden generada automáticamente #108";"0.0"
"109";"2022-08-23";"0.0";"21465615";"EP05";"Orden generada automáticamente #109";"0.0"
"110";"2020-11-19";"0.0";"93366145";"EP15";"Orden generada automáticamente #110";"0.0"
"111";"2020-05-22";"0.0";"59275905";"EP10";"Orden generada automáticamente #111";"0.0"
"112";"2025-10-17";"0.0";"20394920";"EP10";"Orden generada automáticamente #112";"0.0"
"113";"2021-08-26";"0.0";"73187168";"EP13";"Orden generada automáticamente #113";"0.0"
"114";"2025-01-13";"0.0";"23105141";"EP03";"Orden generada automáticamente #114";"0.0"
"115";"2022-05-17";"0.0";"89556786";"EP04";"Orden generada automáticamente #115";"0.0"
"116";"2021-05-31";"0.0";"68119001";"EP07";"Orden generada automáticamente #116";"0.0"
"117";"2020-11-16";"0.0";"18548493";"EP07";"Orden generada automáticamente #117";"0.0"
"118";"2022-04-07";"0.0";"32938506";"EP11";"Orden generada automáticamente #118";"0.0"
"119";"2021-08-28";"0.0";"76857581";"EP10";"Orden generada automáticamente #119";"0.0"
"120";"2022-11-22";"0.0";"45085983";"EP15";"Orden generada automáticamente #120";"0.0"
"121";"2020-10-01";"0.0";"43930641";"EP07";"Orden generada automáticamente #121";"0.0"
"122";"2024-06-15";"0.0";"37620310";"EP06";"Orden generada automáticamente #122";"0.0"
"123";"2023-02-05";"0.0";"71432299";"EP08";"Orden generada automáticamente #123";"0.0"
"124";"2020-02-20";"0.0";"72884591";"EP12";"Orden generada automáticamente #124";"0.0"
"125";"2025-11-10";"0.0";"39015912";"EP07";"Orden generada automáticamente #125";"0.0"
"126";"2021-04-05";"0.0";"49479339";"EP03";"Orden generada automáticamente #126";"0.0"
"127";"2021-08-30";"0.0";"34285264";"EP10";"Orden generada automáticamente #127";"0.0"
"128";"2021-02-14";"0.0";"98911307";"EP02";"Orden generada automáticamente #128";"0.0"
"129";"2021-02-17";"0.0";"72884591";"EP05";"Orden generada automáticamente #129";"0.0"
"130";"2023-11-09";"0.0";"63824135";"EP07";"Orden generada automáticamente #130";"0.0"
"131";"2022-12-17";"0.0";"22262938";"EP11";"Orden generada automáticamente #131";"0.0"
"132";"2025-06-11";"0.0";"62904882";"EP10";"Orden generada automáticamente #132";"0.0"
"133";"2025-04-21";"0.0";"11975817";"EP03";"Orden generada automáticamente #133";"0.0"
"134";"2023-02-02";"0.0";"19684002";"EP03";"Orden generada automáticamente #134";"0.0"
"135";"2024-07-03";"0.0";"11975817";"EP07";"Orden generada automáticamente #135";"0.0"
"136";"2023-09-19";"0.0";"68321045";"EP04";"Orden generada automáticamente #136";"0.0"
"137";"2020-07-20";"0.0";"37232440";"EP08";"Orden generada automáticamente #137";"0.0"
"138";"2023-01-05";"0.0";"41317389";"EP06";"Orden generada automáticamente #138";"0.0"
"139";"2020-03-23";"0.0";"54820670";"EP14";"Orden generada automáticamente #139";"0.0"
"140";"2023-05-26";"0.0";"41502429";"EP05";"Orden generada automáticamente #140";"0.0"
"141";"2025-07-06";"0.0";"89929183";"EP12";"Orden generada automáticamente #141";"0.0"
"142";"2021-02-06";"0.0";"51892316";"EP14";"Orden generada automáticamente #142";"0.0"
"143";"2022-07-22";"0.0";"12607314";"EP05";"Orden generada automáticamente #143";"0.0"
"144";"2024-12-19";"0.0";"27867352";"EP14";"Orden generada automáticamente #144";"0.0"
"145";"2023-08-07";"0.0";"64101667";"EP12";"Orden generada automáticamente #145";"0.0"
"146";"2024-09-03";"0.0";"51124972";"EP11";"Orden generada automáticamente #146";"0.0"
"147";"2020-12-31";"0.0";"59842098";"EP08";"Orden generada automáticamente #147";"0.0"
"148";"2022-05-15";"0.0";"90264366";"EP14";"Orden generada automáticamente #148";"0.0"
"149";"2024-07-25";"0.0";"49701906";"EP08";"Orden generada automáticamente #149";"0.0"
"150";"2025-10-16";"0.0";"78870059";"EP06";"Orden generada automáticamente #150";"0.0"
"151";"2020-08-18";"0.0";"40685943";"EP13";"Orden generada automáticamente #151";"0.0"
"152";"2021-10-13";"0.0";"93514575";"EP05";"Orden generada automáticamente #152";"0.0"
"153";"2025-09-06";"0.0";"19684002";"EP03";"Orden generada automáticamente #153";"0.0"
"154";"2025-11-17";"0.0";"14704115";"EP10";"Orden generada automáticamente #154";"0.0"
"155";"2020-04-28";"0.0";"23105141";"EP04";"Orden generada automáticamente #155";"0.0"
"156";"2022-04-02";"0.0";"53040687";"EP01";"Orden generada automáticamente #156";"0.0"
"157";"2022-10-18";"0.0";"52904562";"EP08";"Orden generada automáticamente #157";"0.0"
"158";"2020-07-26";"0.0";"45270539";"EP06";"Orden generada automáticamente #158";"0.0"
"159";"2022-03-26";"0.0";"96024335";"EP06";"Orden generada automáticamente #159";"0.0"
"160";"2025-03-16";"0.0";"45028641";"EP07";"Orden generada automáticamente #160";"0.0"
"161";"2021-05-22";"0.0";"88705046";"EP01";"Orden generada automáticamente #161";"0.0"
"162";"2022-09-17";"0.0";"44501933";"EP08";"Orden generada automáticamente #162";"0.0"
"163";"2025-01-01";"0.0";"84227070";"EP14";"Orden generada automáticamente #163";"0.0"
"164";"2025-04-27";"0.0";"58673603";"EP09";"Orden generada automáticamente #164";"0.0"
"165";"2023-12-03";"0.0";"97850938";"EP03";"Orden generada automáticamente #165";"0.0"
"166";"2022-11-25";"0.0";"50551138";"EP14";"Orden generada automáticamente #166";"0.0"
"167";"2021-01-05";"0.0";"57146152";"EP01";"Orden generada automáticamente #167";"0.0"
"168";"2024-05-02";"0.0";"73375419";"EP03";"Orden generada automáticamente #168";"0.0"
"169";"2022-05-27";"0.0";"54908650";"EP04";"Orden generada automáticamente #169";"0.0"
"170";"2022-07-11";"0.0";"48235889";"EP04";"Orden generada automáticamente #170";"0.0"
"171";"2023-01-07";"0.0";"30567173";"EP07";"Orden generada automáticamente #171";"0.0"
"172";"2025-10-03";"0.0";"55899043";"EP14";"Orden generada automáticamente #172";"0.0"
"173";"2020-02-06";"0.0";"99191740";"EP15";"Orden generada automáticamente #173";"0.0"
"174";"2021-06-25";"0.0";"92818753";"EP03";"Orden generada automáticamente #174";"0.0"
"175";"2020-02-04";"0.0";"80813825";"EP05";"Orden generada automáticamente #175";"0.0"
"176";"2023-06-05";"0.0";"54882687";"EP12";"Orden generada automáticamente #176";"0.0"
"177";"2023-02-01";"0.0";"20890951";"EP15";"Orden generada automáticamente #177";"0.0"
"178";"2024-03-22";"0.0";"17554831";"EP06";"Orden generada automáticamente #178";"0.0"
"179";"2025-02-23";"0.0";"36386086";"EP04";"Orden generada automáticamente #179";"0.0"
"180";"2025-03-26";"0.0";"44981055";"EP11";"Orden generada automáticamente #180";"0.0"
"181";"2025-11-02";"0.0";"68654786";"EP10";"Orden generada automáticamente #181";"0.0"
"182";"2024-06-14";"0.0";"34161974";"EP02";"Orden generada automáticamente #182";"0.0"
"183";"2020-01-31";"0.0";"92612552";"EP11";"Orden generada automáticamente #183";"0.0"
"184";"2024-03-12";"0.0";"52037750";"EP11";"Orden generada automáticamente #184";"0.0"
"185";"2023-03-03";"0.0";"64265555";"EP11";"Orden generada automáticamente #185";"0.0"
"186";"2021-03-18";"0.0";"38848889";"EP02";"Orden generada automáticamente #186";"0.0"
"187";"2023-10-09";"0.0";"64690893";"EP11";"Orden generada automáticamente #187";"0.0"
"188";"2023-08-24";"0.0";"88696014";"EP05";"Orden generada automáticamente #188";"0.0"
"189";"2022-12-05";"0.0";"20059196";"EP12";"Orden generada automáticamente #189";"0.0"
"190";"2023-05-08";"0.0";"59842098";"EP03";"Orden generada automáticamente #190";"0.0"
"191";"2025-10-19";"0.0";"12981038";"EP04";"Orden generada automáticamente #191";"0.0"
"192";"2020-08-20";"0.0";"38657790";"EP14";"Orden generada automáticamente #192";"0.0"
"193";"2024-07-13";"0.0";"99744616";"EP06";"Orden generada automáticamente #193";"0.0"
"194";"2021-07-27";"0.0";"76861122";"EP01";"Orden generada automáticamente #194";"0.0"
"195";"2025-07-30";"0.0";"24603903";"EP05";"Orden generada automáticamente #195";"0.0"
"196";"2024-09-10";"0.0";"32584758";"EP07";"Orden generada automáticamente #196";"0.0"
"197";"2020-05-24";"0.0";"63192208";"EP12";"Orden generada automáticamente #197";"0.0"
"198";"2022-02-16";"0.0";"75417142";"EP12";"Orden generada automáticamente #198";"0.0"
"199";"2022-06-29";"0.0";"30276592";"EP09";"Orden generada automáticamente #199";"0.0"
"200";"2025-05-02";"0.0";"29698150";"EP11";"Orden generada automáticamente #200";"0.0"
"201";"2024-01-08";"0.0";"39804577";"EP05";"Orden generada automáticamente #201";"0.0"
"202";"2021-11-27";"0.0";"89778176";"EP11";"Orden generada automáticamente #202";"0.0"
"203";"2022-01-11";"0.0";"65205763";"EP02";"Orden generada automáticamente #203";"0.0"
"204";"2025-04-12";"0.0";"74948645";"EP12";"Orden generada automáticamente #204";"0.0"
"205";"2022-11-25";"0.0";"62285381";"EP13";"Orden generada automáticamente #205";"0.0"
"206";"2022-01-19";"0.0";"29803975";"EP11";"Orden generada automáticamente #206";"0.0"
"207";"2023-10-06";"0.0";"20059196";"EP02";"Orden generada automáticamente #207";"0.0"
"208";"2022-06-29";"0.0";"92426237";"EP04";"Orden generada automáticamente #208";"0.0"
"209";"2023-06-11";"0.0";"18772105";"EP13";"Orden generada automáticamente #209";"0.0"
"210";"2023-09-19";"0.0";"44501933";"EP05";"Orden generada automáticamente #210";"0.0"
"211";"2023-04-19";"0.0";"43766203";"EP14";"Orden generada automáticamente #211";"0.0"
"212";"2021-04-27";"0.0";"96803020";"EP01";"Orden generada automáticamente #212";"0.0"
"213";"2020-10-18";"0.0";"87976611";"EP15";"Orden generada automáticamente #213";"0.0"
"214";"2022-03-07";"0.0";"99507363";"EP02";"Orden generada automáticamente #214";"0.0"
"215";"2024-04-12";"0.0";"92427279";"EP05";"Orden generada automáticamente #215";"0.0"
"216";"2024-08-19";"0.0";"78896222";"EP14";"Orden generada automáticamente #216";"0.0"
"217";"2021-09-09";"0.0";"37007750";"EP04";"Orden generada automáticamente #217";"0.0"
"218";"2023-11-04";"0.0";"95726526";"EP10";"Orden generada automáticamente #218";"0.0"
"219";"2025-02-17";"0.0";"77917196";"EP06";"Orden generada automáticamente #219";"0.0"
"220";"2022-01-08";"0.0";"83960532";"EP02";"Orden generada automáticamente #220";"0.0"
"221";"2025-06-20";"0.0";"57675038";"EP11";"Orden generada automáticamente #221";"0.0"
"222";"2021-12-25";"0.0";"21484177";"EP11";"Orden generada automáticamente #222";"0.0"
"223";"2020-08-25";"0.0";"59064462";"EP08";"Orden generada automáticamente #223";"0.0"
"224";"2023-01-25";"0.0";"37389723";"EP13";"Orden generada automáticamente #224";"0.0"
"225";"2021-11-21";"0.0";"30985446";"EP13";"Orden generada automáticamente #225";"0.0"
"226";"2021-10-10";"0.0";"36635887";"EP13";"Orden generada automáticamente #226";"0.0"
"227";"2020-12-26";"0.0";"64147579";"EP10";"Orden generada automáticamente #227";"0.0"
"228";"2024-11-11";"0.0";"99415387";"EP07";"Orden generada automáticamente #228";"0.0"
"229";"2024-07-10";"0.0";"47532707";"EP08";"Orden generada automáticamente #229";"0.0"
"230";"2024-04-19";"0.0";"59064462";"EP01";"Orden generada automáticamente #230";"0.0"
"231";"2025-12-26";"0.0";"20578166";"EP12";"Orden generada automáticamente #231";"0.0"
"232";"2024-03-08";"0.0";"32342818";"EP01";"Orden generada automáticamente #232";"0.0"
"233";"2023-08-12";"0.0";"68455495";"EP14";"Orden generada automáticamente #233";"0.0"
"234";"2025-12-15";"0.0";"77342840";"EP01";"Orden generada automáticamente #234";"0.0"
"235";"2020-01-17";"0.0";"53621575";"EP12";"Orden generada automáticamente #235";"0.0"
"236";"2022-10-16";"0.0";"34012645";"EP12";"Orden generada automáticamente #236";"0.0"
"237";"2023-11-11";"0.0";"41502429";"EP03";"Orden generada automáticamente #237";"0.0"
"238";"2021-02-24";"0.0";"22262938";"EP09";"Orden generada automáticamente #238";"0.0"
"239";"2023-06-07";"0.0";"80810193";"EP02";"Orden generada automáticamente #239";"0.0"
"240";"2020-07-06";"0.0";"64265555";"EP05";"Orden generada automáticamente #240";"0.0"
"241";"2025-02-10";"0.0";"69243195";"EP09";"Orden generada automáticamente #241";"0.0"
"242";"2025-11-16";"0.0";"54820670";"EP07";"Orden generada automáticamente #242";"0.0"
"243";"2021-07-02";"0.0";"75417142";"EP15";"Orden generada automáticamente #243";"0.0"
"244";"2025-06-30";"0.0";"52894036";"EP13";"Orden generada automáticamente #244";"0.0"
"245";"2022-02-10";"0.0";"75092486";"EP15";"Orden generada automáticamente #245";"0.0"
"246";"2024-07-10";"0.0";"43975562";"EP04";"Orden generada automáticamente #246";"0.0"
"247";"2022-07-07";"0.0";"69243195";"EP03";"Orden generada automáticamente #247";"0.0"
"248";"2022-05-15";"0.0";"28529887";"EP01";"Orden generada automáticamente #248";"0.0"
"249";"2025-08-28";"0.0";"82633295";"EP02";"Orden generada automáticamente #249";"0.0"
"250";"2024-02-10";"0.0";"54882687";"EP11";"Orden generada automáticamente #250";"0.0"
"251";"2020-06-02";"0.0";"40003488";"EP15";"Orden generada automáticamente #251";"0.0"
"252";"2022-11-13";"0.0";"24249956";"EP09";"Orden generada automáticamente #252";"0.0"
"253";"2020-07-18";"0.0";"97504696";"EP01";"Orden generada automáticamente #253";"0.0"
"254";"2021-03-18";"0.0";"48739976";"EP14";"Orden generada automáticamente #254";"0.0"
"255";"2020-03-21";"0.0";"65494361";"EP12";"Orden generada automáticamente #255";"0.0"
"256";"2021-04-19";"0.0";"73028721";"EP08";"Orden generada automáticamente #256";"0.0"
"257";"2024-04-06";"0.0";"73974014";"EP09";"Orden generada automáticamente #257";"0.0"
"258";"2022-11-01";"0.0";"99191740";"EP12";"Orden generada automáticamente #258";"0.0"
"259";"2021-09-19";"0.0";"35288138";"EP12";"Orden generada automáticamente #259";"0.0"
"260";"2020-02-08";"0.0";"44981055";"EP07";"Orden generada automáticamente #260";"0.0"
"261";"2021-02-17";"0.0";"52462374";"EP09";"Orden generada automáticamente #261";"0.0"
"262";"2023-01-10";"0.0";"31130420";"EP10";"Orden generada automáticamente #262";"0.0"
"263";"2021-07-15";"0.0";"83434125";"EP14";"Orden generada automáticamente #263";"0.0"
"264";"2021-03-05";"0.0";"92612552";"EP12";"Orden generada automáticamente #264";"0.0"
"265";"2021-04-27";"0.0";"75008308";"EP02";"Orden generada automáticamente #265";"0.0"
"266";"2021-03-11";"0.0";"88328449";"EP04";"Orden generada automáticamente #266";"0.0"
"267";"2022-03-29";"0.0";"83960532";"EP05";"Orden generada automáticamente #267";"0.0"
"268";"2025-11-12";"0.0";"15917809";"EP04";"Orden generada automáticamente #268";"0.0"
"269";"2024-01-06";"0.0";"29159589";"EP07";"Orden generada automáticamente #269";"0.0"
"270";"2023-04-24";"0.0";"95319802";"EP01";"Orden generada automáticamente #270";"0.0"
"271";"2025-07-26";"0.0";"74182499";"EP04";"Orden generada automáticamente #271";"0.0"
"272";"2025-05-22";"0.0";"76367400";"EP04";"Orden generada automáticamente #272";"0.0"
"273";"2020-01-12";"0.0";"72871605";"EP11";"Orden generada automáticamente #273";"0.0"
"274";"2020-12-30";"0.0";"29698150";"EP02";"Orden generada automáticamente #274";"0.0"
"275";"2025-07-16";"0.0";"48096315";"EP02";"Orden generada automáticamente #275";"0.0"
"276";"2025-09-26";"0.0";"68460703";"EP12";"Orden generada automáticamente #276";"0.0"
"277";"2021-02-18";"0.0";"83348156";"EP05";"Orden generada automáticamente #277";"0.0"
"278";"2022-08-04";"0.0";"11407392";"EP05";"Orden generada automáticamente #278";"0.0"
"279";"2022-12-17";"0.0";"43766203";"EP01";"Orden generada automáticamente #279";"0.0"
"280";"2021-02-12";"0.0";"89476491";"EP03";"Orden generada automáticamente #280";"0.0"
"281";"2020-06-10";"0.0";"17554831";"EP05";"Orden generada automáticamente #281";"0.0"
"282";"2024-01-15";"0.0";"34146779";"EP11";"Orden generada automáticamente #282";"0.0"
"283";"2023-07-04";"0.0";"14127071";"EP12";"Orden generada automáticamente #283";"0.0"
"284";"2021-04-19";"0.0";"95696511";"EP14";"Orden generada automáticamente #284";"0.0"
"285";"2020-07-06";"0.0";"73501969";"EP14";"Orden generada automáticamente #285";"0.0"
"286";"2021-07-20";"0.0";"52462374";"EP11";"Orden generada automáticamente #286";"0.0"
"287";"2021-11-29";"0.0";"83870023";"EP06";"Orden generada automáticamente #287";"0.0"
"288";"2024-11-27";"0.0";"76795808";"EP10";"Orden generada automáticamente #288";"0.0"
"289";"2023-01-03";"0.0";"63824135";"EP12";"Orden generada automáticamente #289";"0.0"
"290";"2021-01-15";"0.0";"44501933";"EP14";"Orden generada automáticamente #290";"0.0"
"291";"2023-11-04";"0.0";"10488754";"EP02";"Orden generada automáticamente #291";"0.0"
"292";"2024-06-29";"0.0";"13731954";"EP08";"Orden generada automáticamente #292";"0.0"
"293";"2023-01-18";"0.0";"76857581";"EP07";"Orden generada automáticamente #293";"0.0"
"294";"2025-05-12";"0.0";"20394920";"EP07";"Orden generada automáticamente #294";"0.0"
"295";"2021-11-14";"0.0";"31115230";"EP03";"Orden generada automáticamente #295";"0.0"
"296";"2020-08-28";"0.0";"67563715";"EP14";"Orden generada automáticamente #296";"0.0"
"297";"2021-10-14";"0.0";"36444233";"EP07";"Orden generada automáticamente #297";"0.0"
"298";"2025-05-31";"0.0";"34146779";"EP10";"Orden generada automáticamente #298";"0.0"
"299";"2024-11-29";"0.0";"44381316";"EP10";"Orden generada automáticamente #299";"0.0"
"300";"2024-04-04";"0.0";"83960532";"EP06";"Orden generada automáticamente #300";"0.0"
"301";"2020-04-28";"0.0";"88696014";"EP11";"Orden generada automáticamente #301";"0.0"
"302";"2021-06-19";"0.0";"45010340";"EP15";"Orden generada automáticamente #302";"0.0"
"303";"2025-06-22";"0.0";"31115230";"EP15";"Orden generada automáticamente #303";"0.0"
"304";"2024-08-11";"0.0";"45517996";"EP01";"Orden generada automáticamente #304";"0.0"
