"odr_id","line_item_id","ctg_pdt_id","pdt_id","quantity","unit_price","subtotal","discount_value"
118,236,5,230,2.59,0,0,0
119,237,5,41,3.6,0,0,0
119,238,16,33,2.0,0,0,0
120,239,5,20,1.45,0,0,0
120,240,16,249,3.94,0,0,0
121,241,2,207,3.0,0,0,0
121,242,16,21,2.55,0,0,0
122,243,16,95,3.25,0,0,0
122,244,3,104,2.05,0,0,0
123,245,6,35,2.04,0,0,0
123,246,5,112,2.79,0,0,0
124,247,15,37,4.99,0,0,0
124,248,1,13,2.14,0,0,0
125,249,6,31,4.67,0,0,0
125,250,7,2,2.96,0,0,0
126,251,17,229,1.49,0,0,0
126,252,8,87,4.41,0,0,0
127,253,17,114,2.81,0,0,0
127,254,11,150,4.59,0,0,0
128,255,18,173,2.78,0,0,0
128,256,12,119,1.35,0,0,0
129,257,11,120,3.73,0,0,0
129,258,5,30,4.38,0,0,0
130,259,5,18,2.28,0,0,0
130,260,16,132,2.39,0,0,0
131,261,16,183,1.26,0,0,0
131,262,5,152,3.17,0,0,0
132,263,16,174,4.57,0,0,0
132,264,12,191,4.41,0,0,0
133,265,17,49,3.85,0,0,0
133,266,5,199,4.71,0,0,0
134,267,1,42,3.55,0,0,0
134,268,11,170,4.17,0,0,0
135,269,4,140,3.04,0,0,0
135,270,15,71,1.49,0,0,0
136,271,13,91,1.8,0,0,0
136,272,5,233,1.56,0,0,0
137,273,15,178,4.16,0,0,0
137,274,1,189,1.11,0,0,0
138,275,2,181,3.22,0,0,0
138,276,11,61,2.48,0,0,0
139,277,7,90,4.21,0,0,0
139,278,11,241,3.21,0,0,0
140,279,12,201,3.45,0,0,0
140,280,12,209,1.34,0,0,0
141,281,7,92,2.24,0,0,0
141,282,18,16,5.0,0,0,0
142,283,5,161,3.88,0,0,0
142,284,6,23,3.1,0,0,0
143,285,1,58,4.08,0,0,0
143,286,4,216,4.29,0,0,0
144,287,2,57,1.3,0,0,0
144,288,6,109,4.89,0,0,0
145,289,4,86,3.57,0,0,0
145,290,17,55,2.8,0,0,0
146,291,16,134,3.72,0,0,0
146,292,5,179,2.38,0,0,0
147,293,15,101,4.51,0,0,0
147,294,2,124,4.12,0,0,0
148,295,18,44,3.56,0,0,0
148,296,15,19,1.73,0,0,0
149,297,9,7,4.87,0,0,0
149,298,5,187,2.73,0,0,0
150,299,13,108,4.64,0,0,0
150,300,3,50,1.22,0,0,0
151,301,9,69,1.5,0,0,0
151,302,2,250,1.61,0,0,0
152,303,7,213,1.66,0,0,0
152,304,17,163,2.29,0,0,0
153,305,4,93,3.84,0,0,0
153,306,7,225,2.38,0,0,0
154,307,18,60,4.76,0,0,0
154,308,3,235,4.58,0,0,0
155,309,3,182,4.38,0,0,0
155,310,16,6,2.0,0,0,0
156,311,2,243,3.54,0,0,0
156,312,16,190,3.2,0,0,0
157,313,16,118,1.5,0,0,0
157,314,4,184,2.21,0,0,0
158,315,18,129,3.13,0,0,0
158,316,16,80,3.01,0,0,0
159,317,12,186,1.67,0,0,0
159,318,9,53,4.77,0,0,0
160,319,4,29,1.62,0,0,0
160,320,2,75,3.63,0,0,0
161,321,8,226,3.88,0,0,0
161,322,8,36,3.42,0,0,0
162,323,5,97,4.37,0,0,0
162,324,9,188,3.25,0,0,0
163,325,8,122,4.3,0,0,0
163,326,18,121,1.11,0,0,0
164,327,4,247,1.18,0,0,0
164,328,5,240,3.57,0,0,0
165,329,6,40,3.31,0,0,0
165,330,1,223,3.6,0,0,0
166,331,12,227,4.07,0,0,0
166,332,8,46,2.67,0,0,0
167,333,15,64,3.56,0,0,0
167,334,17,210,2.99,0,0,0
168,335,7,162,3.51,0,0,0
168,336,5,230,2.16,0,0,0
169,337,5,41,4.83,0,0,0
169,338,16,33,2.93,0,0,0
170,339,5,20,4.22,0,0,0
170,340,16,249,3.74,0,0,0
171,341,2,207,2.19,0,0,0
171,342,16,21,1.29,0,0,0
172,343,16,95,1.24,0,0,0
172,344,3,104,2.76,0,0,0
173,345,6,35,2.94,0,0,0
173,346,5,112,1.82,0,0,0
174,347,15,37,3.43,0,0,0
174,348,1,13,2.25,0,0,0
175,349,6,31,3.87,0,0,0
175,350,7,2,3.94,0,0,0
176,351,17,229,4.44,0,0,0
176,352,8,87,4.9,0,0,0
177,353,17,114,1.52,0,0,0
177,354,11,150,2.48,0,0,0
178,355,18,173,3.25,0,0,0
178,356,12,119,2.28,0,0,0
179,357,11,120,2.87,0,0,0
179,358,5,30,2.07,0,0,0
180,359,5,18,1.99,0,0,0
180,360,16,132,1.39,0,0,0
181,361,16,183,2.16,0,0,0
181,362,5,152,2.54,0,0,0
182,363,16,174,3.46,0,0,0
182,364,12,191,1.99,0,0,0
183,365,17,49,4.46,0,0,0
183,366,5,199,1.64,0,0,0
184,367,1,42,2.31,0,0,0
184,368,11,170,3.31,0,0,0
185,369,4,140,2.25,0,0,0
185,370,15,71,4.05,0,0,0
186,371,13,91,2.99,0,0,0
186,372,5,233,3.06,0,0,0
187,373,15,178,3.0,0,0,0
187,374,1,189,2.23,0,0,0
188,375,2,181,1.09,0,0,0
188,376,11,61,4.78,0,0,0
189,377,7,90,3.02,0,0,0
189,378,11,241,4.87,0,0,0
190,379,12,201,1.86,0,0,0
190,380,12,209,2.41,0,0,0
191,381,7,92,1.2,0,0,0
191,382,18,16,2.98,0,0,0
192,383,5,161,4.53,0,0,0
192,384,6,23,3.62,0,0,0
193,385,1,58,2.88,0,0,0
193,386,4,216,3.15,0,0,0
194,387,2,57,4.39,0,0,0
194,388,6,109,2.72,0,0,0
195,389,4,86,4.53,0,0,0
195,390,17,55,3.91,0,0,0
196,391,16,134,4.06,0,0,0
196,392,5,179,2.46,0,0,0
197,393,15,101,2.6,0,0,0
197,394,2,124,3.28,0,0,0
198,395,18,44,1.78,0,0,0
198,396,15,19,3.21,0,0,0
199,397,9,7,1.29,0,0,0
199,398,5,187,3.02,0,0,0
200,399,13,108,4.06,0,0,0
200,400,3,50,2.12,0,0,0
201,401,9,69,4.96,0,0,0
201,402,2,250,3.72,0,0,0
202,403,7,213,1.48,0,0,0
202,404,17,163,4.9,0,0,0
203,405,4,93,2.58,0,0,0
203,406,7,225,4.18,0,0,0
204,407,18,60,2.36,0,0,0
204,408,3,235,4.76,0,0,0
205,409,3,182,4.02,0,0,0
205,410,16,6,1.8,0,0,0
206,411,2,243,3.04,0,0,0
206,412,16,190,3.0,0,0,0
207,413,16,118,1.18,0,0,0
207,414,4,184,1.55,0,0,0
208,415,18,129,2.33,0,0,0
208,416,16,80,2.89,0,0,0
209,417,12,186,2.83,0,0,0
209,418,9,53,3.43,0,0,0
210,419,4,29,3.06,0,0,0
210,420,2,75,2.31,0,0,0
211,421,8,226,3.45,0,0,0
211,422,8,36,1.65,0,0,0
212,423,5,97,4.96,0,0,0
212,424,9,188,3.96,0,0,0
213,425,8,122,2.2,0,0,0
213,426,18,121,2.35,0,0,0
214,427,4,247,4.31,0,0,0
214,428,5,240,3.13,0,0,0
215,429,6,40,3.83,0,0,0
215,430,1,223,2.2,0,0,0
216,431,12,227,4.26,0,0,0
216,432,8,46,2.47,0,0,0
217,433,15,64,3.7,0,0,0
217,434,17,210,4.92,0,0,0
218,435,7,162,3.33,0,0,0
218,436,5,230,4.19,0,0,0
219,437,5,41,3.9,0,0,0
219,438,16,33,3.75,0,0,0
220,439,5,20,1.11,0,0,0
220,440,16,249,2.9,0,0,0
221,441,2,207,4.87,0,0,0
221,442,16,21,4.13,0,0,0
222,443,16,95,4.1,0,0,0
222,444,3,104,3.31,0,0,0
223,445,6,35,3.89,0,0,0
223,446,5,112,3.33,0,0,0
224,447,15,37,1.68,0,0,0
224,448,1,13,3.52,0,0,0
225,449,6,31,3.48,0,0,0
225,450,7,2,4.36,0,0,0
226,451,17,229,1.59,0,0,0
226,452,8,87,3.72,0,0,0
227,453,17,114,1.13,0,0,0
227,454,11,150,4.79,0,0,0
228,455,18,173,1.44,0,0,0
228,456,12,119,1.08,0,0,0
229,457,11,120,2.25,0,0,0
229,458,5,30,1.61,0,0,0
230,459,5,18,3.76,0,0,0
230,460,16,132,2.64,0,0,0
231,461,16,183,4.1,0,0,0
231,462,5,152,4.68,0,0,0
232,463,16,174,4.49,0,0,0
232,464,12,191,3.94,0,0,0
233,465,17,49,1.25,0,0,0
233,466,5,199,1.55,0,0,0
234,467,1,42,1.83,0,0,0
234,468,11,170,2.3,0,0,0
235,469,4,140,3.65,0,0,0
235,470,15,71,3.1,0,0,0
236,471,13,91,2.26,0,0,0
236,472,5,233,1.69,0,0,0
237,473,15,178,4.65,0,0,0
237,474,1,189,2.37,0,0,0
238,475,2,181,2.42,0,0,0
238,476,11,61,4.09,0,0,0
239,477,7,90,3.88,0,0,0
239,478,11,241,3.57,0,0,0
240,479,12,201,3.77,0,0,0
240,480,12,209,3.44,0,0,0
241,481,7,92,1.77,0,0,0
241,482,18,16,1.99,0,0,0
242,483,5,161,3.23,0,0,0
242,484,6,23,1.9,0,0,0
243,485,1,58,4.89,0,0,0
243,486,4,216,2.19,0,0,0
244,487,2,57,2.16,0,0,0
244,488,6,109,1.83,0,0,0
245,489,4,86,3.82,0,0,0
245,490,17,55,2.27,0,0,0
246,491,16,134,2.4,0,0,0
246,492,5,179,4.73,0,0,0
247,493,15,101,4.18,0,0,0
247,494,2,124,2.09,0,0,0
248,495,18,44,1.49,0,0,0
248,496,15,19,3.71,0,0,0
249,497,9,7,2.52,0,0,0
249,498,5,187,4.92,0,0,0
250,499,13,108,4.27,0,0,0
250,500,3,50,4.82,0,0,0
251,501,9,69,4.22,0,0,0
251,502,2,250,2.16,0,0,0
252,503,7,213,2.15,0,0,0
252,504,17,163,3.86,0,0,0
253,505,4,93,2.39,0,0,0
253,506,7,225,2.77,0,0,0
254,507,18,60,2.03,0,0,0
254,508,3,235,2.92,0,0,0
255,509,3,182,1.81,0,0,0
255,510,16,6,3.15,0,0,0
256,511,2,243,4.73,0,0,0
256,512,16,190,3.78,0,0,0
257,513,16,118,1.55,0,0,0
257,514,4,184,3.46,0,0,0
258,515,18,129,3.35,0,0,0
258,516,16,80,1.97,0,0,0
259,517,12,186,3.68,0,0,0
259,518,9,53,3.12,0,0,0
260,519,4,29,3.55,0,0,0
260,520,2,75,1.21,0,0,0
261,521,8,226,2.65,0,0,0
261,522,8,36,3.87,0,0,0
262,523,5,97,1.4,0,0,0
262,524,9,188,4.08,0,0,0
263,525,8,122,1.02,0,0,0
263,526,18,121,3.2,0,0,0
264,527,4,247,4.72,0,0,0
264,528,5,240,2.63,0,0,0
265,529,6,40,4.74,0,0,0
265,530,1,223,4.51,0,0,0
266,531,12,227,2.91,0,0,0
266,532,8,46,1.8,0,0,0
267,533,15,64,4.86,0,0,0
267,534,17,210,2.28,0,0,0
268,535,7,162,3.58,0,0,0
268,536,5,230,4.63,0,0,0
269,537,5,41,1.36,0,0,0
269,538,16,33,3.3,0,0,0
270,539,5,20,3.14,0,0,0
270,540,16,249,3.89,0,0,0
271,541,2,207,4.75,0,0,0
271,542,16,21,4.65,0,0,0
272,543,16,95,1.7,0,0,0
272,544,3,104,4.53,0,0,0
273,545,6,35,1.7,0,0,0
273,546,5,112,4.68,0,0,0
274,547,15,37,4.99,0,0,0
274,548,1,13,2.59,0,0,0
275,549,6,31,2.98,0,0,0
275,550,7,2,4.75,0,0,0
276,551,17,229,4.85,0,0,0
276,552,8,87,4.7,0,0,0
277,553,17,114,4.51,0,0,0
277,554,11,150,1.04,0,0,0
278,555,18,173,3.27,0,0,0
278,556,12,119,1.43,0,0,0
279,557,11,120,4.93,0,0,0
279,558,5,30,2.14,0,0,0
280,559,5,18,4.96,0,0,0
280,560,16,132,3.17,0,0,0
281,561,16,183,2.98,0,0,0
281,562,5,152,4.75,0,0,0
282,563,16,174,4.4,0,0,0
282,564,12,191,2.87,0,0,0
283,565,17,49,1.77,0,0,0
283,566,5,199,1.45,0,0,0
284,567,1,42,1.65,0,0,0
284,568,11,170,2.84,0,0,0
285,569,4,140,2.03,0,0,0
285,570,15,71,1.74,0,0,0
286,571,13,91,3.95,0,0,0
286,572,5,233,4.16,0,0,0
287,573,15,178,3.27,0,0,0
287,574,1,189,4.03,0,0,0
288,575,2,181,1.7,0,0,0
288,576,11,61,4.42,0,0,0
289,577,7,90,4.59,0,0,0
289,578,11,241,4.31,0,0,0
290,579,12,201,3.06,0,0,0
290,580,12,209,1.35,0,0,0
291,581,7,92,3.68,0,0,0
291,582,18,16,1.74,0,0,0
292,583,5,161,1.56,0,0,0
292,584,6,23,2.29,0,0,0
293,585,1,58,1.99,0,0,0
293,586,4,216,2.04,0,0,0
294,587,2,57,1.94,0,0,0
294,588,6,109,4.02,0,0,0
295,589,4,86,4.82,0,0,0
295,590,17,55,2.21,0,0,0
296,591,16,134,3.89,0,0,0
296,592,5,179,1.05,0,0,0
297,593,15,101,3.61,0,0,0
297,594,2,124,3.77,0,0,0
298,595,18,44,1.25,0,0,0
298,596,15,19,1.47,0,0,0
299,597,9,7,2.23,0,0,0
299,598,5,187,2.62,0,0,0
300,599,13,108,3.01,0,0,0
300,600,3,50,4.58,0,0,0
301,601,9,69,3.81,0,0,0
301,602,2,250,2.24,0,0,0
302,603,7,213,1.47,0,0,0
302,604,17,163,4.66,0,0,0
303,605,4,93,2.18,0,0,0
303,606,7,225,3.46,0,0,0
304,607,18,60,1.88,0,0,0
304,608,3,235,1.53,0,0,0
305,609,3,182,1.61,0,0,0
305,610,16,6,3.99,0,0,0
306,611,2,243,3.42,0,0,0
306,612,16,190,2.66,0,0,0
307,613,16,118,3.2,0,0,0
307,614,4,184,2.88,0,0,0
308,615,18,129,3.15,0,0,0
308,616,16,80,3.66,0,0,0
309,617,12,186,1.87,0,0,0
309,618,9,53,1.99,0,0,0
310,619,4,29,4.02,0,0,0
310,620,2,75,4.49,0,0,0
311,621,8,226,1.33,0,0,0
311,622,8,36,2.79,0,0,0
312,623,5,97,3.82,0,0,0
312,624,9,188,1.31,0,0,0
313,625,8,122,3.26,0,0,0
313,626,18,121,1.25,0,0,0
314,627,4,247,3.19,0,0,0
314,628,5,240,3.02,0,0,0
315,629,6,40,3.29,0,0,0
315,630,1,223,1.6,0,0,0
316,631,12,227,2.31,0,0,0
316,632,8,46,3.08,0,0,0
317,633,15,64,1.46,0,0,0
317,634,17,210,1.82,0,0,0
318,635,7,162,3.33,0,0,0
318,636,5,230,1.36,0,0,0
319,637,5,41,3.04,0,0,0
319,638,16,33,4.23,0,0,0
320,639,5,20,2.81,0,0,0
320,640,16,249,3.05,0,0,0
321,641,2,207,2.83,0,0,0
321,642,16,21,1.23,0,0,0
322,643,16,95,2.85,0,0,0
322,644,3,104,4.23,0,0,0
323,645,6,35,3.89,0,0,0
323,646,5,112,2.58,0,0,0
324,647,15,37,4.27,0,0,0
324,648,1,13,3.98,0,0,0
325,649,6,31,3.31,0,0,0
325,650,7,2,1.18,0,0,0
326,651,17,229,2.38,0,0,0
326,652,8,87,1.26,0,0,0
327,653,17,114,4.98,0,0,0
327,654,11,150,4.74,0,0,0
328,655,18,173,1.28,0,0,0
328,656,12,119,4.74,0,0,0
329,657,11,120,1.13,0,0,0
329,658,5,30,2.64,0,0,0
330,659,5,18,4.08,0,0,0
330,660,16,132,4.06,0,0,0
331,661,16,183,4.91,0,0,0
331,662,5,152,3.58,0,0,0
332,663,16,174,2.68,0,0,0
332,664,12,191,4.97,0,0,0
333,665,17,49,2.53,0,0,0
333,666,5,199,4.48,0,0,0
334,667,1,42,4.63,0,0,0
334,668,11,170,2.5,0,0,0
335,669,4,140,3.73,0,0,0
335,670,15,71,3.65,0,0,0
336,671,13,91,3.16,0,0,0
336,672,5,233,3.61,0,0,0
337,673,15,178,2.39,0,0,0
337,674,1,189,1.71,0,0,0
338,675,2,181,3.15,0,0,0
338,676,11,61,3.12,0,0,0
339,677,7,90,3.91,0,0,0
339,678,11,241,1.89,0,0,0
340,679,12,201,1.01,0,0,0
340,680,12,209,1.09,0,0,0
341,681,7,92,2.19,0,0,0
341,682,18,16,3.69,0,0,0
342,683,5,161,3.18,0,0,0
342,684,6,23,3.13,0,0,0
343,685,1,58,4.29,0,0,0
343,686,4,216,1.99,0,0,0
344,687,2,57,2.38,0,0,0
344,688,6,109,2.1,0,0,0
345,689,4,86,4.75,0,0,0
345,690,17,55,3.9,0,0,0
346,691,16,134,1.45,0,0,0
346,692,5,179,4.24,0,0,0
347,693,15,101,2.68,0,0,0
347,694,2,124,4.06,0,0,0
348,695,18,44,4.54,0,0,0
348,696,15,19,1.06,0,0,0
349,697,9,7,1.82,0,0,0
349,698,5,187,1.4,0,0,0
350,699,13,108,1.13,0,0,0
350,700,3,50,3.39,0,0,0
351,701,9,69,3.81,0,0,0
351,702,2,250,1.19,0,0,0
352,703,7,213,3.96,0,0,0
352,704,17,163,2.61,0,0,0
353,705,4,93,1.94,0,0,0
353,706,7,225,1.87,0,0,0
354,707,18,60,4.45,0,0,0
354,708,3,235,1.23,0,0,0
355,709,3,182,3.02,0,0,0
355,710,16,6,2.16,0,0,0
356,711,2,243,4.26,0,0,0
356,712,16,190,3.93,0,0,0
357,713,16,118,2.28,0,0,0
357,714,4,184,3.39,0,0,0
358,715,18,129,3.69,0,0,0
358,716,16,80,2.28,0,0,0
359,717,12,186,2.21,0,0,0
359,718,9,53,1.57,0,0,0
360,719,4,29,3.64,0,0,0
360,720,2,75,1.88,0,0,0
361,721,8,226,2.2,0,0,0
361,722,8,36,1.24,0,0,0
362,723,5,97,4.79,0,0,0
362,724,9,188,4.52,0,0,0
363,725,8,122,4.65,0,0,0
363,726,18,121,3.5,0,0,0
364,727,4,247,2.71,0,0,0
364,728,5,240,2.98,0,0,0
365,729,6,40,4.89,0,0,0
365,730,1,223,4.77,0,0,0
366,731,12,227,3.69,0,0,0
366,732,8,46,4.14,0,0,0
367,733,15,64,2.27,0,0,0
367,734,17,210,2.67,0,0,0
368,735,7,162,1.6,0,0,0
368,736,5,230,2.51,0,0,0
369,737,5,41,4.02,0,0,0
369,738,16,33,2.89,0,0,0
370,739,5,20,4.4,0,0,0
370,740,16,249,2.2,0,0,0
371,741,2,207,3.83,0,0,0
371,742,16,21,4.22,0,0,0
372,743,16,95,4.66,0,0,0
372,744,3,104,3.25,0,0,0
373,745,6,35,4.87,0,0,0
373,746,5,112,3.23,0,0,0
374,747,15,37,1.54,0,0,0
374,748,1,13,1.97,0,0,0
375,749,6,31,1.81,0,0,0
375,750,7,2,3.59,0,0,0
376,751,17,229,4.69,0,0,0
376,752,8,87,4.39,0,0,0
377,753,17,114,1.37,0,0,0
377,754,11,150,3.9,0,0,0
378,755,18,173,1.76,0,0,0
378,756,12,119,2.07,0,0,0
379,757,11,120,3.69,0,0,0
379,758,5,30,3.41,0,0,0
380,759,5,18,4.49,0,0,0
380,760,16,132,1.75,0,0,0
381,761,16,183,4.05,0,0,0
381,762,5,152,3.9,0,0,0
382,763,16,174,3.24,0,0,0
382,764,12,191,2.92,0,0,0
383,765,17,49,4.48,0,0,0
383,766,5,199,2.33,0,0,0
384,767,1,42,4.83,0,0,0
384,768,11,170,1.06,0,0,0
385,769,4,140,4.75,0,0,0
385,770,15,71,4.85,0,0,0
386,771,13,91,1.47,0,0,0
386,772,5,233,5.0,0,0,0
